12:24:23: Warning:QMetaObject::connectSlotsByName: No matching signal for on_pushButton_clicked()
12:24:23: Debug:mac: "708BCD81C560"
12:24:25: Debug:taskList lists: 0x27006a0
12:24:25: Debug:taskList lists: 0x27006b0
13:33:41: Debug:upload phone info "[]"
13:33:41: Debug:upload phone info "[]"
13:33:45: Debug:upload phone info "[]"
13:33:45: Debug:upload phone info "[]"
13:33:49: Debug:upload phone info "[]"
13:33:49: Debug:upload phone info "[]"
13:33:53: Debug:upload phone info "[]"
13:33:53: Debug:upload phone info "[]"
13:33:57: Debug:upload phone info "[]"
13:33:57: Debug:upload phone info "[]"
13:34:01: Debug:upload phone info "[]"
13:34:01: Debug:upload phone info "[]"
13:34:05: Debug:upload phone info "[]"
13:34:05: Debug:upload phone info "[]"
13:34:09: Debug:upload phone info "[]"
13:34:09: Debug:upload phone info "[]"
13:34:13: Debug:upload phone info "[]"
13:34:13: Debug:upload phone info "[]"
13:34:17: Debug:upload phone info "[]"
13:34:17: Debug:upload phone info "[]"
13:34:21: Debug:upload phone info "[]"
13:34:21: Debug:upload phone info "[]"
13:34:25: Debug:upload phone info "[]"
13:34:25: Debug:upload phone info "[]"
13:34:29: Debug:upload phone info "[]"
13:34:29: Debug:upload phone info "[]"
13:34:33: Debug:upload phone info "[]"
13:34:33: Debug:upload phone info "[]"
13:34:37: Debug:upload phone info "[]"
13:34:37: Debug:upload phone info "[]"
13:34:41: Debug:upload phone info "[]"
13:34:41: Debug:upload phone info "[]"
13:34:45: Debug:upload phone info "[]"
13:34:45: Debug:upload phone info "[]"
13:34:49: Debug:upload phone info "[]"
13:34:49: Debug:upload phone info "[]"
13:34:53: Debug:upload phone info "[]"
13:34:53: Debug:upload phone info "[]"
13:34:57: Debug:upload phone info "[]"
13:34:57: Debug:upload phone info "[]"
13:35:01: Debug:upload phone info "[]"
13:35:01: Debug:upload phone info "[]"
13:35:05: Debug:upload phone info "[]"
13:35:05: Debug:upload phone info "[]"
13:35:09: Debug:upload phone info "[]"
13:35:09: Debug:upload phone info "[]"
13:35:13: Debug:upload phone info "[]"
13:35:13: Debug:upload phone info "[]"
13:35:17: Debug:upload phone info "[]"
13:35:17: Debug:upload phone info "[]"
13:35:21: Debug:upload phone info "[]"
13:35:21: Debug:upload phone info "[]"
13:35:25: Debug:upload phone info "[]"
13:35:25: Debug:upload phone info "[]"
13:35:29: Debug:upload phone info "[]"
13:35:29: Debug:upload phone info "[]"
13:35:33: Debug:upload phone info "[]"
13:35:33: Debug:upload phone info "[]"
13:35:37: Debug:upload phone info "[]"
13:35:37: Debug:upload phone info "[]"
13:35:41: Debug:upload phone info "[]"
13:35:41: Debug:upload phone info "[]"
13:35:45: Debug:upload phone info "[]"
13:35:45: Debug:upload phone info "[]"
13:35:49: Debug:upload phone info "[]"
13:35:49: Debug:upload phone info "[]"
13:35:53: Debug:upload phone info "[]"
13:35:53: Debug:upload phone info "[]"
13:35:57: Debug:upload phone info "[]"
13:35:57: Debug:upload phone info "[]"
13:36:01: Debug:upload phone info "[]"
13:36:01: Debug:upload phone info "[]"
13:36:05: Debug:upload phone info "[]"
13:36:05: Debug:upload phone info "[]"
13:36:09: Debug:upload phone info "[]"
13:36:09: Debug:upload phone info "[]"
13:36:13: Debug:upload phone info "[]"
13:36:13: Debug:upload phone info "[]"
13:36:17: Debug:upload phone info "[]"
13:36:17: Debug:upload phone info "[]"
13:36:21: Debug:upload phone info "[]"
13:36:21: Debug:upload phone info "[]"
13:36:25: Debug:upload phone info "[]"
13:36:25: Debug:upload phone info "[]"
13:36:29: Debug:upload phone info "[]"
13:36:29: Debug:upload phone info "[]"
13:36:33: Debug:upload phone info "[]"
13:36:33: Debug:upload phone info "[]"
13:36:37: Debug:upload phone info "[]"
13:36:37: Debug:upload phone info "[]"
13:36:41: Debug:upload phone info "[]"
13:36:41: Debug:upload phone info "[]"
13:36:45: Debug:upload phone info "[]"
13:36:45: Debug:upload phone info "[]"
13:36:49: Debug:upload phone info "[]"
13:36:49: Debug:upload phone info "[]"
13:36:53: Debug:upload phone info "[]"
13:36:53: Debug:upload phone info "[]"
13:36:57: Debug:upload phone info "[]"
13:36:57: Debug:upload phone info "[]"
13:37:01: Debug:upload phone info "[]"
13:37:01: Debug:upload phone info "[]"
13:37:05: Debug:upload phone info "[]"
13:37:05: Debug:upload phone info "[]"
13:37:09: Debug:upload phone info "[]"
13:37:09: Debug:upload phone info "[]"
13:37:13: Debug:upload phone info "[]"
13:37:13: Debug:upload phone info "[]"
13:37:17: Debug:upload phone info "[]"
13:37:17: Debug:upload phone info "[]"
13:37:21: Debug:upload phone info "[]"
13:37:21: Debug:upload phone info "[]"
13:37:25: Debug:upload phone info "[]"
13:37:25: Debug:upload phone info "[]"
13:37:29: Debug:upload phone info "[]"
13:37:29: Debug:upload phone info "[]"
13:37:33: Debug:upload phone info "[]"
13:37:33: Debug:upload phone info "[]"
13:37:37: Debug:upload phone info "[]"
13:37:37: Debug:upload phone info "[]"
13:37:41: Debug:upload phone info "[]"
13:37:41: Debug:upload phone info "[]"
13:37:45: Debug:upload phone info "[]"
13:37:45: Debug:upload phone info "[]"
13:37:49: Debug:upload phone info "[]"
13:37:49: Debug:upload phone info "[]"
13:37:53: Debug:upload phone info "[]"
13:37:53: Debug:upload phone info "[]"
13:37:57: Debug:upload phone info "[]"
13:37:57: Debug:upload phone info "[]"
13:38:01: Debug:upload phone info "[]"
13:38:01: Debug:upload phone info "[]"
13:38:05: Debug:upload phone info "[]"
13:38:05: Debug:upload phone info "[]"
13:38:09: Debug:upload phone info "[]"
13:38:09: Debug:upload phone info "[]"
13:38:13: Debug:upload phone info "[]"
13:38:13: Debug:upload phone info "[]"
13:38:17: Debug:upload phone info "[]"
13:38:17: Debug:upload phone info "[]"
13:38:21: Debug:upload phone info "[]"
13:38:21: Debug:upload phone info "[]"
13:38:25: Debug:upload phone info "[]"
13:38:25: Debug:upload phone info "[]"
13:38:29: Debug:upload phone info "[]"
13:38:29: Debug:upload phone info "[]"
13:38:33: Debug:upload phone info "[]"
13:38:33: Debug:upload phone info "[]"
13:38:37: Debug:upload phone info "[]"
13:38:37: Debug:upload phone info "[]"
13:38:41: Debug:upload phone info "[]"
13:38:41: Debug:upload phone info "[]"
13:38:45: Debug:upload phone info "[]"
13:38:45: Debug:upload phone info "[]"
13:38:49: Debug:upload phone info "[]"
13:38:49: Debug:upload phone info "[]"
13:38:53: Debug:upload phone info "[]"
13:38:53: Debug:upload phone info "[]"
13:38:57: Debug:upload phone info "[]"
13:38:57: Debug:upload phone info "[]"
13:39:01: Debug:upload phone info "[]"
13:39:01: Debug:upload phone info "[]"
13:39:05: Debug:upload phone info "[]"
13:39:05: Debug:upload phone info "[]"
13:39:09: Debug:upload phone info "[]"
13:39:09: Debug:upload phone info "[]"
13:39:13: Debug:upload phone info "[]"
13:39:13: Debug:upload phone info "[]"
13:39:17: Debug:upload phone info "[]"
13:39:17: Debug:upload phone info "[]"
13:39:21: Debug:upload phone info "[]"
13:39:21: Debug:upload phone info "[]"
13:39:25: Debug:upload phone info "[]"
13:39:25: Debug:upload phone info "[]"
13:39:29: Debug:upload phone info "[]"
13:39:29: Debug:upload phone info "[]"
13:39:33: Debug:upload phone info "[]"
13:39:33: Debug:upload phone info "[]"
13:39:37: Debug:upload phone info "[]"
13:39:37: Debug:upload phone info "[]"
13:39:41: Debug:upload phone info "[]"
13:39:41: Debug:upload phone info "[]"
13:39:45: Debug:upload phone info "[]"
13:39:45: Debug:upload phone info "[]"
13:39:49: Debug:upload phone info "[]"
13:39:49: Debug:upload phone info "[]"
13:39:53: Debug:upload phone info "[]"
13:39:53: Debug:upload phone info "[]"
13:39:57: Debug:upload phone info "[]"
13:39:57: Debug:upload phone info "[]"
13:40:01: Debug:upload phone info "[]"
13:40:01: Debug:upload phone info "[]"
13:40:05: Debug:upload phone info "[]"
13:40:06: Debug:upload phone info "[]"
13:40:09: Debug:upload phone info "[]"
13:40:10: Debug:upload phone info "[]"
13:40:14: Debug:upload phone info "[]"
13:40:14: Debug:upload phone info "[]"
13:40:17: Debug:upload phone info "[]"
13:40:17: Debug:upload phone info "[]"
13:40:22: Debug:upload phone info "[]"
13:40:22: Debug:upload phone info "[]"
13:40:26: Debug:upload phone info "[]"
13:40:26: Debug:upload phone info "[]"
13:40:30: Debug:upload phone info "[]"
13:40:30: Debug:upload phone info "[]"
13:40:34: Debug:upload phone info "[]"
13:40:34: Debug:upload phone info "[]"
13:40:38: Debug:upload phone info "[]"
13:40:38: Debug:upload phone info "[]"
13:40:42: Debug:upload phone info "[]"
13:40:42: Debug:upload phone info "[]"
13:40:46: Debug:upload phone info "[]"
13:40:46: Debug:upload phone info "[]"
13:40:50: Debug:upload phone info "[]"
13:40:50: Debug:upload phone info "[]"
13:40:54: Debug:upload phone info "[]"
13:40:54: Debug:upload phone info "[]"
13:40:58: Debug:upload phone info "[]"
13:40:58: Debug:upload phone info "[]"
13:41:02: Debug:upload phone info "[]"
13:41:02: Debug:upload phone info "[]"
13:41:06: Debug:upload phone info "[]"
13:41:06: Debug:upload phone info "[]"
13:41:10: Debug:upload phone info "[]"
13:41:10: Debug:upload phone info "[]"
13:41:14: Debug:upload phone info "[]"
13:41:14: Debug:upload phone info "[]"
13:41:18: Debug:upload phone info "[]"
13:41:18: Debug:upload phone info "[]"
13:41:22: Debug:upload phone info "[]"
13:41:22: Debug:upload phone info "[]"
13:41:26: Debug:upload phone info "[]"
13:41:26: Debug:upload phone info "[]"
13:41:30: Debug:upload phone info "[]"
13:41:30: Debug:upload phone info "[]"
13:41:34: Debug:upload phone info "[]"
13:41:34: Debug:upload phone info "[]"
13:41:38: Debug:upload phone info "[]"
13:41:38: Debug:upload phone info "[]"
13:41:42: Debug:upload phone info "[]"
13:41:42: Debug:upload phone info "[]"
13:41:46: Debug:upload phone info "[]"
13:41:46: Debug:upload phone info "[]"
13:41:50: Debug:upload phone info "[]"
13:41:50: Debug:upload phone info "[]"
13:41:54: Debug:upload phone info "[]"
13:41:54: Debug:upload phone info "[]"
13:41:58: Debug:upload phone info "[]"
13:41:58: Debug:upload phone info "[]"
13:42:02: Debug:upload phone info "[]"
13:42:02: Debug:upload phone info "[]"
13:42:06: Debug:upload phone info "[]"
13:42:06: Debug:upload phone info "[]"
13:42:10: Debug:upload phone info "[]"
13:42:10: Debug:upload phone info "[]"
13:42:14: Debug:upload phone info "[]"
13:42:14: Debug:upload phone info "[]"
13:42:18: Debug:upload phone info "[]"
13:42:18: Debug:upload phone info "[]"
13:42:22: Debug:upload phone info "[]"
13:42:22: Debug:upload phone info "[]"
13:42:26: Debug:upload phone info "[]"
13:42:26: Debug:upload phone info "[]"
13:42:30: Debug:upload phone info "[]"
13:42:30: Debug:upload phone info "[]"
13:42:34: Debug:upload phone info "[]"
13:42:34: Debug:upload phone info "[]"
13:42:38: Debug:upload phone info "[]"
13:42:38: Debug:upload phone info "[]"
13:42:42: Debug:upload phone info "[]"
13:42:42: Debug:upload phone info "[]"
13:42:46: Debug:upload phone info "[]"
13:42:46: Debug:upload phone info "[]"
13:42:50: Debug:upload phone info "[]"
13:42:50: Debug:upload phone info "[]"
13:42:54: Debug:upload phone info "[]"
13:42:54: Debug:upload phone info "[]"
13:42:58: Debug:upload phone info "[]"
13:42:58: Debug:upload phone info "[]"
13:43:02: Debug:upload phone info "[]"
13:43:02: Debug:upload phone info "[]"
13:43:06: Debug:upload phone info "[]"
13:43:06: Debug:upload phone info "[]"
13:43:10: Debug:upload phone info "[]"
13:43:10: Debug:upload phone info "[]"
13:43:14: Debug:upload phone info "[]"
13:43:14: Debug:upload phone info "[]"
13:43:18: Debug:upload phone info "[]"
13:43:18: Debug:upload phone info "[]"
13:43:22: Debug:upload phone info "[]"
13:43:22: Debug:upload phone info "[]"
13:43:26: Debug:upload phone info "[]"
13:43:26: Debug:upload phone info "[]"
13:43:30: Debug:upload phone info "[]"
13:43:30: Debug:upload phone info "[]"
13:43:34: Debug:upload phone info "[]"
13:43:34: Debug:upload phone info "[]"
13:43:38: Debug:upload phone info "[]"
13:43:38: Debug:upload phone info "[]"
13:43:42: Debug:upload phone info "[]"
13:43:42: Debug:upload phone info "[]"
13:43:46: Debug:upload phone info "[]"
13:43:46: Debug:upload phone info "[]"
13:43:50: Debug:upload phone info "[]"
13:43:50: Debug:upload phone info "[]"
13:43:54: Debug:upload phone info "[]"
13:43:54: Debug:upload phone info "[]"
13:43:58: Debug:upload phone info "[]"
13:43:58: Debug:upload phone info "[]"
13:44:02: Debug:upload phone info "[]"
13:44:02: Debug:upload phone info "[]"
13:44:06: Debug:upload phone info "[]"
13:44:06: Debug:upload phone info "[]"
13:44:10: Debug:upload phone info "[]"
13:44:10: Debug:upload phone info "[]"
13:44:14: Debug:upload phone info "[]"
13:44:14: Debug:upload phone info "[]"
13:44:18: Debug:upload phone info "[]"
13:44:18: Debug:upload phone info "[]"
13:44:22: Debug:upload phone info "[]"
13:44:22: Debug:upload phone info "[]"
13:44:26: Debug:upload phone info "[]"
13:44:26: Debug:upload phone info "[]"
13:44:30: Debug:upload phone info "[]"
13:44:30: Debug:upload phone info "[]"
13:44:34: Debug:upload phone info "[]"
13:44:34: Debug:upload phone info "[]"
13:44:38: Debug:upload phone info "[]"
13:44:38: Debug:upload phone info "[]"
13:44:42: Debug:upload phone info "[]"
13:44:42: Debug:upload phone info "[]"
13:44:46: Debug:upload phone info "[]"
13:44:46: Debug:upload phone info "[]"
13:44:47: Debug:delete widget
13:44:47: Debug:delete master
13:44:47: Debug:adb kill
16:55:48: Debug:"D:/themescreentool-master/9_10-21_39/ScreencapTool/output/win-x86/release/del.bat" ()
16:55:48: Warning:QMetaObject::connectSlotsByName: No matching signal for on_pushButton_clicked()
16:55:48: Debug:mac: "708BCD81C560"
16:55:50: Debug:taskList lists: 0x298b2b0
16:55:50: Debug:taskList lists: 0x298b2c0
16:55:56: Warning:QProcess::start: Process is already running
16:55:56: Debug:upload phone info "[]"
16:55:57: Debug:upload phone info "[]"
16:56:00: Debug:conn server
16:56:00: Debug:tcp connected--------------------------
16:56:00: Debug:show
16:56:00: Debug:data: 2323040000
16:56:00: Debug:send data: "2323040000"
16:56:00: Debug:upload phone info "[]"
16:56:00: Debug:upload phone info "[]"
16:56:04: Debug:upload phone info "[]"
16:56:04: Debug:upload phone info "[]"
16:56:08: Debug:upload phone info "[]"
16:56:08: Debug:upload phone info "[]"
16:56:12: Debug:upload phone info "[]"
16:56:12: Debug:upload phone info "[]"
16:56:13: Debug:delete widget
16:56:13: Debug:delete master
16:56:13: Warning:AdbProcess::error:* server not running *
16:56:13: Critical:adbProcess ADB_ERROR_EXEC
16:56:13: Critical:adbProcess ADB_ERROR_EXEC
16:56:14: Debug:adb kill
17:42:45: Debug:"D:/themescreentool-master/9_10-21_39/ScreencapTool/output/win-x86/release/del.bat" ()
17:42:45: Warning:QMetaObject::connectSlotsByName: No matching signal for on_pushButton_clicked()
17:42:45: Debug:mac: "708BCD81C560"
17:42:47: Debug:taskList lists: 0x243a2b0
17:42:47: Debug:taskList lists: 0x243a2c0
17:42:53: Warning:QProcess::start: Process is already running
17:42:54: Debug:"HuaWei9.1.0"
17:42:54: Debug:1
17:42:54: Critical:loader phone: "Unknown error"   "huawei9.dll"
17:42:54: Debug:root: "position"
17:42:54: Debug:"huawei8" "LKX7N17C23001193"
17:42:54: Debug:"huawei9" "4KM7N19110003074"
17:42:54: Debug:"huawei9" "RKK0218305002430"
17:42:54: Debug:"huawei9" "66J0218C21005830"
17:42:54: Debug:KEYBORDPOS_X: 996
17:42:54: Debug:KEYBORDPOS_Y: 1439
17:42:54: Debug:MY_THEME_Y: 490
17:42:54: Debug:IS_CHECK_KEYBORD true
17:42:54: Debug:SINGAL_KB_SOP_Y: -1
17:42:54: Debug:IS_CLEAN_CALL: false
17:42:54: Debug:C_NEW_CALL_Y: 0
17:42:54: Debug:C_NEW_ADDGROUP_Y: 1357
17:42:54: Debug:C_NEW_ADDMORE_Y: 1507
17:42:54: Debug:C_GROUP_Y: 478
17:42:54: Debug:C_SETTING_Y: 431
17:42:54: Debug:C_SETTING_ABOUT_Y: 1823
17:42:54: Debug:C_LINKIN_Y: 862
17:42:54: Debug:C_IEMP_OTHERS_Y: -1
17:42:54: Debug:C_IEMP_TOSIM1_Y: 1452
17:42:54: Debug:D_SETTING_Y: 679
17:42:54: Debug:D_SETTING_MORE_PAGE: 1
17:42:54: Debug:D_SETTING_MORE_Y: 0
17:42:54: Debug:D_SETTING_RECORD_PAGE: 1
17:42:54: Debug:D_SETTING_RECORD_Y: 684
17:42:54: Debug:H_CLEAN_PAGE_INDEX: 3
17:42:54: Debug:H_CLOCK_PAGE_INDEX: 1
17:42:54: Debug:H_FOLDER_ADD_X: 296
17:42:54: Debug:H_FOLDER_ADD_Y: 1244
17:42:54: Debug:M_SETTING_Y: 863
17:42:54: Debug:M_SETTING_GAOJI_Y: 1292
17:42:54: Debug:M_SETTING_CENTRE_Y: 1412
17:42:54: Debug:M_PRESS_MS_Y: 1369
17:42:54: Debug:M_PRESS_LITTLE_Y: 1268
17:42:54: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:42:54: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:42:57: Debug:conn server
17:42:57: Debug:tcp connected--------------------------
17:42:57: Debug:show
17:42:57: Debug:data: 2323040000
17:42:57: Debug:send data: "2323040000"
17:42:57: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:42:57: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:01: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:01: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:05: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:05: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:09: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:09: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:13: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:13: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:17: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:17: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:21: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:21: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:25: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:25: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:30: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:30: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:33: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:33: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:38: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:38: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:42: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:42: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:46: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:46: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:50: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:50: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:54: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:54: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":4,\"modelSystem\":\"9.1.0\"}]"
17:43:57: Debug:data: 232301001400000142524b4b30323138333035303032343330
17:43:57: Debug:dataLen: 20
17:43:57: Debug:"RKK0218305002430"  id:  322
17:43:57: Debug:send data: "232302001400000142524b4b30323138333035303032343330"
17:43:57: Debug:"http://192.168.1.56:8090/tool/task/info?taskId=322"
17:43:57: Debug:获取任务详情 回复消息 "{\"code\":1,\"msg\":null,\"result\":{\"modelName\":\"BKL-AL00\",\"brandName\":null,\"appList\":\"contacts_new,message_emoticon,message_collection,home_wallpaper\",\"taskId\":322,\"modelSerial\":null,\"themeUrl\":\"http://192.168.1.56:8090/tool/task/taskTheme/322\"}}"
17:43:57: Debug:获取任务详情成功
17:43:57: Critical:task version: 1
17:43:57: Debug:get taskList: 0x243a2c0
17:43:58: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":3,\"modelSystem\":\"9.1.0\"}]"
17:43:58: Debug:upload phone info "[{\"brandName\":\"HuaWei\",\"mac\":\"708BCD81C560\",\"modelName\":\"BLK-AL00\",\"modelScreenSize\":\"1080x2160\",\"modelSerial\":\"RKK0218305002430\",\"modelStatues\":3,\"modelSystem\":\"9.1.0\"}]"
17:43:59: Critical:file open failed
